date_time,EC_value
2023-04-01 04:00,0.00,0,18.37
2023-04-01 04:01,0.00,0,18.50
2023-04-01 04:05,0.13,90,18.94
2023-04-01 04:11,0.13,93,19.00
2023-04-01 04:12,0.13,93,19.00
2023-04-01 04:34,0.95,666,19.00
